reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
425fa613-f079-4257-8290-e9986812de38,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Belanja di Shopee semakin kesini semakin susah, shopee hanya menyediakan pengiriman spx hemat dan standar express . Padahal di tempat saya itu tidak ada kurir nya dan beberapa barang yg saya pesan kembali ke pengirim untung nya COD. Bila bisa ambil di tempat itu pun jauh. Kemana hilang nya pengiriman via jnt express padahal klo pke jnt selalu tepat waktu dan gak harus repot2 ambil paket di tempat agen 😡",2,16,3.32.19,2024-08-19 22:13:56,"Hi kak, maaf buat gk nyaman terkait pengiriman pesanan, saat ini kakak bisa pilih jasa kirim yg diinginkan (berdasarkan jasa kirim yg diaktifkan penjual) caranya: pilih Opsi Pengiriman di halaman Checkout > Rekomendasi Shopee/jasa kirim spesifik lainnya yg diaktifkan Penjual > Konfirmasi. Jika ada kendala bs DM IG @Shopee_id yaa kak. Stay safe🙏^ED",2024-08-19 23:34:59,3.32.19
69e0b684-15fd-43b5-9f53-6fdf9247f98d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya selali mendapatkan Kurir yang tidak ranah lingkungan. Mungkin perlu di briefing lagi cara untuk menjadi Kurir dengan layanan yang Baik. Saya merasa menjadi Kurir tidak ada S.O.P nya. Hanya Butuh bisa Naik kendaraan Dan mengantar barang sudah cukup. Padahal tidak...,1,18,3.32.19,2024-08-21 03:58:27,"hi kak, maaf ya udh bikin kam gk nymn terkait perilaku kurir tdk ramah,boleh infoin username dan details kendala, melalui dm media sosmed kita@ShopeeID/@Shopeecare. Stay safe 🙏^FH",2024-08-21 04:35:23,3.32.19
f3278bb9-d7ec-4dfe-accd-d140055ff2bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"capek banget instal unistal setiap hari sperti inilah setiap mau nambahin barang ke keranjang setiap buka keranjang setiap cek out setiap mau lihat atau lacak pesanan selalu selalu dan selalu aja verifikasi keamanan tp ujung2nya tidak ada koneksi jaringan sibuk coba lagi gitu2 aja mulu udh 1 bulanan ini, sebenarnya ini apk berguna nggak sih!!??!! 😡😡😡😡😡😡",1,4,3.32.19,2024-08-21 13:41:53,"Hai kak, thanks buat bintang dan reviewnya. semoga kakak selalu happy belanja kebutuhan dan bertransaksi di shopee dan bisa tambah bintang nya. Pantau terus aplikasi dan sosmed shopee biar kakak nggak ketinggalan promo yg ada di shopee. kalau ada kendala terkait shopee bisa langsung DM IG shopee_id. Happy shopping 😊^BL",2024-08-16 02:20:29,3.32.19
ab2e58e0-c7d4-4dba-bd37-0729f9fa2163,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Performance aplikasi saat ini sering macet dan berat di hape dgn ram 3 Gb dan ini sangat tidak nyaman, padahal toko Ijo tidak ketemu hal tadi. Jadi ulasan dan bintang saya turunkan, apalagi ukuran aplikasi masak sampai tembus 600 Mb lebih? Makin ga efisien!",2,2,3.31.19,2024-08-22 11:07:44,"Hi kak, makasih banget untuk bintang 5 nya. Semoga Shopee selalu bikin kamu puas dengan layanan dan produknya. Mimin tampung feedbacknya ya kak. Jangan lupa untuk ceki-ceki promo menarik dari shopee terus yaa kak. kalau ada kendala/pertanyaan terkait Shopee kakak bisa DM IG @Shopee_ID / @Shopeecare ya. Happy shopping😊^OW",2024-01-06 16:06:00,3.31.19
ab99c3b7-76cc-4376-a4b1-380a2d20acbb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kecewa banget dngn shopee skrng ekspedisi tidak bisa memilih sndri.. selalu direkomendasikan oleh shopee paket yang biasanya 2 hri sampai skrng malah seminggu baru sampai. Kadang bisa milih ekspedisi tetapi voucher tidak bisa digunakan kenapa sekarang shoper begini semakin kurng aj. Jadi malas sekarang pakai ekspedisi shopee.,1,15,3.31.19,2024-08-20 10:50:43,"Hai kak, maaf sudah bikin km risau terkait tidak bisa mengubah jasa kirim, mimin infoin saat ini km bisa memilih jasa kirim yang diinginkan hanya sebelum km klik Buat Pesanan ya. Karena ubah jasa kirim setelah klik Buat pesanan, tidak bisa dilakukan lagi ya. Jika ada pertanyaan lain terkait Shopee colek mimin ke DM IG @shopee_id kak. Stay safe🙏^TL",2024-08-20 11:33:14,3.31.19
b46f946a-4f7b-451d-a382-d5cf08c5c0a6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Udh gak nyaman lagi belanja di shopi. Karna expedisi nya gk ada pilihan lain cuma SPX saja . Gk bisa pakai expedisi lain . Kalo pakai SPX sampai nya lama jauh atau pun dekat waktu pengiriman tetap 7 hari bhkan ada yg 10 hari. Dibandingkan dengan expedisi lain hanya 3sampai 4 hari,4,285,3.31.19,2024-08-19 13:44:45,"Hi ka, maaf buat ga nyaman. Skrg Pembeli bs pilih jasa kirim yg diinginkan sebelum klik Buat Pesanan dgn cara: pilih Opsi Pengiriman > pilih Rekomendasi Shopee/jasa kirim spesifik lainnya yg diaktifkan Penjual > pilih Konfirmasi. Kalo ada kendala, langsung hubungi mimin via DM @Shopee_id / @ShopeeCare yaa. Have a nice day 😊 ^ZH",2024-08-19 14:37:36,3.31.19
d50884c9-6f87-4137-b678-87ea3c45715d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setelah kebanyakan biaya penanganan sekarang Paket saya dr tgl 28 Juli sampe hari ini 21 Agustus baru di cancel bahwa paket hilang, itupun setelah 2x komplain. Itu yg kalian bilang kemarin untuk meningkatkan kepuasan belanja? Yg terjadi justru saya kecewa. Iya uang di kembalikan tp setelag buang2 waktu. Tolong ya shopee, kalian belum mampu untuk punya ekspedisi, mending nanti aja. Dengan tulus hati saya mau beralih ke e-commerce lain.",1,11,3.32.20,2024-08-21 07:45:26,"Hi kak, mohon maaf atas ketidaknyamanannya. terkait biaya penanganan digunakan utk mengembangkan teknologi Shopee agar bisa melayani pelanggan dgn lebih baik lg ya kak. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @ShopeeID/@Shopeecare. Stay Healthy😊 ^BO",2024-07-23 15:20:59,3.32.20
d7678e8f-ee05-4aa6-ace9-67bcd9b3b02b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Expedisi di pilih otomatis sepihak oleh shopee Sekarang Gak bisa memilih expedisi, Padahal sebelum²nya belli di toko yang sama, expedisinya bisa di pilih, Makin ribetlaah untuk nyampeknya paket ke lokasi, niatnya mau pilih expedisi yang biasa ngirim ke rumah, jadi malah gak bisa karna shopee yg milihin otomatis, kadang harus jauh2 jemput paket ke kantor expedisinya, di karnakan kantornya kurang karyawan laah dll, itupun kalo paketnya belom hilang, kalo ilang yaa gimana,",1,3,3.31.19,2024-08-21 13:43:37,,,3.31.19
1fcacfe3-40b7-4797-9b12-bafb8423241e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tingkatkan trus kwalitas terbaik shopee ,.. pokonya tertolong bgt smnjak ada aplikasi ini ..kita udah gak perlu jauh"" ataupun keluar rumah cari barang keperluan sehari-hari,,..dan smkin lama smkin bagus dgn bertambah nya . metode"" pembayaran yg sngt lah mudah terima kasih .. 🤗",4,5,3.31.18,2024-08-21 08:29:08,"Hai kak Muty Azna, makasih ya buat bintang 4 nya. Tapi kalo kakak puas dengan pelayanan shopee, boleh dong bintangnya ditambahin biar makin sempurna. Kalo ada pertanyaan terkait shopee bisa Dm IG @Shopee_ID ya. Stay safe 🙏^CO",2024-08-21 10:55:03,3.31.18
e72b9248-4172-440d-8256-f46b39217fe9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa sekarang shopee jadi makin ancur bgni ya, padahal aku selalu update terus, tapi aplikasi sering gk bisa di buka, terus tampilan chekout baru shopee 99 ini jelek gk seperti kemaren apalagi soal expedisinya yg skrng ini gk bisa di ubah sdh diatur shopee aduuuh..merugikan sekali, sudah lah ongkir pun gk ada gk seperti dulu hmm.. padahal ini aplkasi andalan ku bgt loh.. kok jadi gini.. aku mau shopee yg dulu..",3,2,3.32.20,2024-08-21 17:15:19,"Hai kak, mohon maaf atas ketidaknyamanan nya🙏. terkait kendala aplikasi kamu, mimin sranin buat clear cache & pastiin jaringan km stabil ya kak. Dan utk kndla ubah jsa kirim, jasa kirim akan muncul tergantung dr jasa kirim apa yg diaktifkan oleh pnjual. Kalo ada kendala terkait Shopee kakak bisa DM IG @Shopee_id ya kak . Stay Safe🙏 ^GT",2024-08-21 18:29:26,3.32.20
d4b35a5e-d877-4766-b181-cd7bbae43a59,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Update terbaru ga bisa rubah ekspedisi lagi setelah checkout, bisa rubah hanya pas checkout dan itupun tidak free ongkir. Yg free ongkir hanya rekomen dsri shopee. Tolong ubah fitur itu ke versi sebelumnya karna saya pribadi kurang suka dengan ekspedisi spx standard.",2,100,3.31.19,2024-08-18 04:53:36,"Hai kak, mohon maaf atas ketidaknyamanan nya🙏. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG mimin di @Shopee_id ya kak . Stay Safe🙏 ^PO",2024-08-18 05:39:09,3.31.19
a0985b98-92b4-48fe-84d0-59e8b044e7f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Shopee kenapa sih maksa banget kalo ngasih ekspedisi/jasa pengiriman. Saya gak mau pake SPX tapi dikasih nya yg SPX, gak bisa milih sudah disetting sama shopee nya begitu. Saya gak mau pakai SPX karna lama datang nya bisa 2minggu baru diantar tuh barang, padahal pakai ongkir reguler bukan ongkir hemat. mau ambil sendiri tapi gak bisa gak tau letak kantornya dimana kayak tersembunyi. makanya kalo barang udah nyampe cepat diantar malah dibiarkan lama2 di gudang nya bikin customer/pelanggan jengkel",1,183,3.31.19,2024-08-13 18:54:51,"Hi kak, maaf buat resah terkait pengiriman lama. Mimin infoin proses pengiriman tergantung pada jarak penjual dgn pembeli dan tipe layanan yang dipilih ya kak. Untuk pengecekan lebih lanjut kakak bisa infoin nomor pesanan dan username kekek ke mimin via DM @Shopee_id / @Shopeecare ya. Stay Safe 🙏^QW",2024-08-13 19:16:19,3.31.19
e0087360-c4c9-4a34-a941-e4db561ebf51,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jeleknya shopee sekarang update tampilan ui tanpa update aplikasi, bikin lag banyak bug karena update ui yg otomatis ini, nambah² berat kerja aplikasi. Buka lama affiliates, kuota pulsa dsb gabisa jadi stuck ga kebuka. Kalo gini terus ga bakal pake shopee lagi dah",1,9,3.31.18,2024-08-19 14:37:50,"Hi kak, maaf banget ya udah buat kmu ga nyaman. Terkait masukan/saran dari kamu, akan mimin jadikan acuan untuk Shopee lebih baik lagi. Mimin slalu coba beri yg trbaik untuk pengguna Shopee. Terkait kendala yg kmu alami, agar dpt aku bantu lebih lanjut infoin ke mimin detail kendalanya melalui DM ke social media resmi Shopee ya kak. Stay safe 🙏^FT",2024-08-19 15:56:52,3.31.18
ec4d25fe-0256-40d4-aa88-5a30e2ec420a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tidak bisa pilih ekspedisi. Tolong kembalikan seperti kemarin, bisa pilih ekspedisi. Kalo ga bisa pilih ekspedisi, tolong jangan ada opsi anteraja. Pake spx aja yg cepet gacor gapake lama",1,6,3.32.20,2024-08-22 05:11:57,"Hi kak, maaf bkin km ga nyaman terkait pengaturan ubah jasa kirim.
Aku saranin km bs memilih jasa kirim yg diinginkan hanya sblm km klik ""Buat Pesanan"".
Perubahan jasa kirim stlh klik ""Buat Pesanan"" sdh tdk bs dilakukan lg ya skrg, kak. Jika kakak trdapat kendala terkait shopee dpt meluncur keDM sosmed @shopee_id dan @shopeecare SehatSelalu ^WB",2024-08-21 02:42:45,3.32.20
13e53e23-2f65-49cf-a5f3-58a2b4d0b92e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya ajukan pengembalian karena tidak sesuai deskripsi, akhirnya dana saya dikembalikan 100%. Terimakasih shopee. Makin mantap pelayanan teknisnya. Kuncinya file pendukung harus ada dan Poto&video unboxing harus ada. Terimakasih shopee 😍 sukses terus.",5,47,3.32.19,2024-08-21 22:30:42,"Duh maaf banget ya kak jadi gak nyaman deh. Mimin mau infoin nih untuk dana ongkir sendiri itu tergantung jasa kirim yang kamu pilih ya, tapi jangan khawatir di Shopee ada voucher gratis ongkir kok dimana kamu bisa nikmatin subsidi ongkir hihi, tapi pastiin kamu sudah sesuai dengan s&knya vouchernya ya. Semoga membantu kak 😊 ^MH",2020-01-07 10:31:49,3.32.19
1de2d552-0db5-4997-90c8-64370e9b6eb6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa shopee sekarang kualitas dari kurir nya sangat menurun? Pesanan saya berkali kali di retur, berkali kali di tunda pengantarannya, di gagalkan tanpa sebab, tanpa adanya konfirmasi, kurir tidak pernah menghubungi saya. Paket saya bukan paket COD, pemilihan jasa kirim sering cuma dari SPX, dan selalu SPX bermasalah terhadap kurir dan pengiriman yang sangat tidak baik. TOLONG DI PERBAIKI LAGI DAN BERIKAN SOLUSI DARI MASALAH INI! SELAMA INI SAYA SELALU BELANJA DI SHOPEE,TAPI SEKARANG KECEWA!",1,8,3.32.19,2024-08-20 12:44:49,"hi kak, maaf ya buat kendala kakak. saat ini untuk kendala pesanan bisa terjadi karena ada kendala operasional pengiriman di jasa kirim ya kak. kalau kakak ada kendala/pertanyaan kakak bisa DM mimin lewat sosmed @Shopee_id/@Shopeecare yaa. Stay safe :)) ^PO",2024-08-20 13:58:42,3.32.19
728d87b5-4f7b-4401-8cb0-c5c623e807fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Shopee instant 30menit aneh banget kalo kurir yg ambil cancel, tidak ada rekaman profil dan chat dengan si kurir menyebabkan kurir bisa ambil paket kiriman kita lalu membatalkannya sehingga barang menjadi curian.",1,10,3.32.20,2024-08-21 07:22:37,"Hi kak, maaf ya buat kecewa. Shopee akan terus berusaha meningkatkan pelayanan dan pengembangan agar shopee bisa kasih pelayanan yg lebih baik kedepannya dan kakak jg lebih nyaman dlm menggunakannya. Jk ada kendala yuk chatt aku dg SS review ini ke Live Chat /DM ke Sosmed kita @Shopee_id / @Shopeecare ya.🙏^IL",2024-08-21 08:40:25,3.32.20
4136fcc8-d169-4133-956e-af0ca866ea83,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setelah saya upgrade applikasinya, kini Terlalu sering minta verifikasi Mau like produk, masukin ke troli, sampai mau CO pun harus diverifikasi. Tolong dihilangkan, sangat mempersulit. Dah gitu terlalu sering halaman gagal dan loading lama banget. Awalnya saya kira HP saya yg error. Ternyata punya teman juga sama. Applikasinya makin jelek Tolong diperbaiki.",1,79,3.31.19,2024-08-14 10:34:07,"Hai kak, maaf ya udh bikin kk ga nyaman. mimin saranin kk utk clear cache. lalu kk bisa log out dan log in kembali,pastiin aplikasi kakak versi terbaru dan jaringan internet kk stabil, Agr bs mimin cek lbh lanjut, kk bisa infoin detail kendala ke DM mimin di IG shopee_id ya kak. Stay safe 🙏^BL",2024-08-11 02:43:39,3.31.19
